Ticker,Name,Name_ZH,Date_Today,Date_Prev,Volume_Today,Volume_Prev,Pct_Change
8507.HK,I.CENTURY HLDG,爱世纪集团,2026-06-17,2026-06-16,2324000,1072000,+116.79%
6063.HK,LOTUS HORIZON,智中国际,2026-06-17,2026-06-16,952000,440000,+116.36%
1024.HK,KUAISHOU-W,快手－Ｗ,2026-06-17,2026-06-16,76851994,35741225,+115.02%
2488.HK,LAUNCH TECH,元征科技,2026-06-17,2026-06-16,632000,294000,+114.97%
0681.HK,CHI PEOPLE HOLD,中民控股,2026-06-17,2026-06-16,2014000,937616,+114.80%
1917.HK,DOUMOB,豆盟科技,2026-06-17,2026-06-16,450000,210000,+114.29%
0439.HK,GENESIS SCALE,瀚源控股,2026-06-17,2026-06-16,248000,116000,+113.79%
8321.HK,TAI KAM HLDGS,泰锦控股,2026-06-17,2026-06-16,128000,60000,+113.33%
1907.HK,CHINA RISUN GP,中国旭阳集团,2026-06-17,2026-06-16,28416000,13357147,+112.74%
8079.HK,WISDOMCOME GP,仍志集团控股,2026-06-17,2026-06-16,666637,313500,+112.64%
2166.HK,SMART-CORE,芯智控股,2026-06-17,2026-06-16,2138780,1014000,+110.93%
1608.HK,VPOWER GROUP,伟能集团,2026-06-17,2026-06-16,1982000,944000,+109.96%
0923.HK,IWS,综合环保集团,2026-06-17,2026-06-16,2010000,958000,+109.81%
2858.HK,YIXIN,易鑫集团,2026-06-17,2026-06-16,20893536,10074501,+107.39%
0346.HK,YANCHANG PETRO,延长石油国际,2026-06-17,2026-06-16,765000,370000,+106.76%
0048.HK,C AUTO INT DECO,中国汽车内饰,2026-06-17,2026-06-16,152400,74000,+105.95%
1997.HK,WHARF REIC,九龙仓置业,2026-06-17,2026-06-16,3739258,1821179,+105.32%
1582.HK,CR CONSTRUCTION,华营建筑,2026-06-17,2026-06-16,117500,57500,+104.35%
0776.HK,IMPERIUM TEC GP,帝国科技集团,2026-06-17,2026-06-16,4305500,2113500,+103.71%
6826.HK,HAOHAI BIOTEC,昊海生物科技,2026-06-17,2026-06-16,344100,169160,+103.42%
1631.HK,REF HOLDINGS,REF HOLDINGS,2026-06-17,2026-06-16,355000,175000,+102.86%
2322.HK,MODERN INNO DT,新质数字,2026-06-17,2026-06-16,1848000,912000,+102.63%
2382.HK,SUNNY OPTICAL,舜宇光学科技,2026-06-17,2026-06-16,24501688,12105493,+102.40%
0177.HK,JIANGSU EXPRESS,江苏宁沪高速公路,2026-06-17,2026-06-16,8490710,4200150,+102.15%
0565.HK,ART GROUP HOLD,锦艺集团控股,2026-06-17,2026-06-16,11725000,5820000,+101.46%
1855.HK,ZONQING LTD,中庆股份,2026-06-17,2026-06-16,326000,162000,+101.23%
0240.HK,BUILD KING HOLD,利基控股,2026-06-17,2026-06-16,140500,70000,+100.71%
1943.HK,KING'S STONE,金石控股集团,2026-06-17,2026-06-16,8905000,4440000,+100.56%
6138.HK,HARBIN BANK,哈尔滨银行,2026-06-17,2026-06-16,1274000,636000,+100.31%
8532.HK,POLYFAIR HLDGS,宝发控股,2026-06-17,2026-06-16,224000,112000,+100.00%
0094.HK,GREENHEART GP,绿心集团,2026-06-17,2026-06-16,800000,400000,+100.00%
2343.HK,PACIFIC BASIN,太平洋航运,2026-06-17,2026-06-16,11685030,5847970,+99.81%
8547.HK,PACIFIC LEGEND,PACIFIC LEGEND,2026-06-17,2026-06-16,35900000,17970000,+99.78%
6100.HK,TONGDAO LIEPIN,同道猎聘,2026-06-17,2026-06-16,359877,181200,+98.61%
0171.HK,SILVER GRANT,银建国际,2026-06-17,2026-06-16,212000,9516000,-97.77%
1348.HK,QUALI-SMART,滉达富控股,2026-06-17,2026-06-16,170000,5078000,-96.65%
0083.HK,SINO LAND,信和置业,2026-06-17,2026-06-16,7569848,3851824,+96.53%
0428.HK,COCOON HOLDINGS,中国天弓控股,2026-06-17,2026-06-16,200050,4624000,-95.67%
1901.HK,FEIYANG GROUP,飞扬集团,2026-06-17,2026-06-16,742000,14314000,-94.82%
1563.HK,ALLI INTL ED LE,友联国际教育租赁,2026-06-17,2026-06-16,237000,4495000,-94.73%
3337.HK,ANTON OILFIELD,安东油田服务,2026-06-17,2026-06-16,7490000,3882000,+92.94%
0730.HK,CAPITAL IND FIN,首惠产业金融,2026-06-17,2026-06-16,109000,1519000,-92.82%
8471.HK,REACH NEW HLDGS,新达控股,2026-06-17,2026-06-16,170000,2260000,-92.48%
0661.HK,CDAYENONFER,中国大冶有色金属,2026-06-17,2026-06-16,14036250,7298000,+92.33%
8017.HK,TRADEGO,捷利交易宝,2026-06-17,2026-06-16,428000,5580000,-92.33%
1515.HK,CR MEDICAL,华润医疗,2026-06-17,2026-06-16,4029500,2098500,+92.02%
2312.HK,LONG INV CORP,ＬＯＮＧ投资集团,2026-06-17,2026-06-16,120000,62500,+92.00%
1871.HK,CHINA ORIENTED,向中国际,2026-06-17,2026-06-16,264000,3244000,-91.86%
1765.HK,XJ INTL HLDGS,希教国际控股,2026-06-17,2026-06-16,374000,4262000,-91.22%
1800.HK,CHINA COMM CONS,中国交通建设,2026-06-17,2026-06-16,16116100,8477896,+90.10%
1340.HK,HUISHENG INTL,惠生国际,2026-06-17,2026-06-16,1104000,11024000,-89.99%
1003.HK,HUANXI MEDIA,欢喜传媒,2026-06-17,2026-06-16,140000,1350000,-89.63%
0338.HK,SHANGHAI PECHEM,上海石油化工股份,2026-06-17,2026-06-16,28702024,15146000,+89.50%
1282.HK,RENZE HARVEST,中泽丰,2026-06-17,2026-06-16,136000,1280000,-89.38%
0017.HK,NEW WORLD DEV,新世界发展,2026-06-17,2026-06-16,6642809,3511213,+89.19%
1217.HK,CH INNOVATION,中国创新投资,2026-06-17,2026-06-16,1200000,10956307,-89.05%
1759.HK,SINO GAS HLDGS,中油洁能控股,2026-06-17,2026-06-16,282000,2526000,-88.84%
2389.HK,BJ HEALTH,北京健康,2026-06-17,2026-06-16,7296000,3864000,+88.82%
0022.HK,MEXAN,茂盛控股,2026-06-17,2026-06-16,1440000,12520000,-88.50%
1349.HK,FUDANZHANGJIANG,复旦张江,2026-06-17,2026-06-16,1685000,896000,+88.06%
0567.HK,DAISHOMICROLINE,大昌微线集团,2026-06-17,2026-06-16,240000,1980000,-87.88%
0356.HK,DT CAPITAL,鼎立资本,2026-06-17,2026-06-16,2730000,22440000,-87.83%
1536.HK,YUK WING GP,煜荣集团,2026-06-17,2026-06-16,120000,978000,-87.73%
1799.HK,XINTE ENERGY,新特能源,2026-06-17,2026-06-16,1780400,949600,+87.49%
1671.HK,TIANBAO ENERGY,天保能源,2026-06-17,2026-06-16,188000,1366000,-86.24%
1815.HK,EVEREST GOLD,珠峰黄金,2026-06-17,2026-06-16,796000,5604000,-85.80%
0279.HK,ARTA TECHFIN,裕承科金,2026-06-17,2026-06-16,582200,3942400,-85.23%
0139.HK,SMART FISH,小鱼盈通,2026-06-17,2026-06-16,395600,2590010,-84.73%
1861.HK,PRECIOUS DRAGON,保宝龙科技,2026-06-17,2026-06-16,356000,2268500,-84.31%
9923.HK,YEAHKA,移卡,2026-06-17,2026-06-16,416000,225814,+84.22%
0360.HK,NEW FOCUS AUTO,新焦点,2026-06-17,2026-06-16,832000,5200000,-84.00%
1450.HK,BE FRIENDS HLDG,交个朋友控股,2026-06-17,2026-06-16,558000,3482000,-83.97%
0005.HK,HSBC HOLDINGS,汇丰控股,2026-06-17,2026-06-16,20033826,10893438,+83.91%
8269.HK,GO UP EDU TECH,倍升教育科技,2026-06-17,2026-06-16,3420000,1860000,+83.87%
0588.HK,BEIJING N STAR,北京北辰实业股份,2026-06-17,2026-06-16,2698000,16714000,-83.86%
1429.HK,SKYMISSION GP,天任集团,2026-06-17,2026-06-16,328000,2016000,-83.73%
1417.HK,RIVERINE CHINA,浦江中国,2026-06-17,2026-06-16,4932000,30056181,-83.59%
1104.HK,APAC RESOURCES,亚太资源,2026-06-17,2026-06-16,11261000,6140000,+83.40%
9858.HK,YOURAN DAIRY,优然牧业,2026-06-17,2026-06-16,53647838,29264590,+83.32%
1905.HK,HAITONG UT,海通恒信,2026-06-17,2026-06-16,784000,428000,+83.18%
8137.HK,HONBRIDGE,洪桥集团,2026-06-17,2026-06-16,4464000,26300000,-83.03%
9968.HK,HUIJING HLDGS,汇景控股,2026-06-17,2026-06-16,1252000,7332000,-82.92%
0309.HK,XH NEWS MEDIA,新华通讯频媒,2026-06-17,2026-06-16,2116000,1158000,+82.73%
0151.HK,WANT WANT CHINA,中国旺旺,2026-06-17,2026-06-16,7021000,3842787,+82.71%
8191.HK,HONG WEI ASIA,鸿伟亚洲,2026-06-17,2026-06-16,747000,4295700,-82.61%
0746.HK,L & M CHEMICAL,理文化工,2026-06-17,2026-06-16,310000,170000,+82.35%
3969.HK,CHINA CRSC,中国通号,2026-06-17,2026-06-16,2667000,1465000,+82.05%
1449.HK,LEADER EDU,立德教育,2026-06-17,2026-06-16,105000,583000,-81.99%
3339.HK,LONKING,中国龙工,2026-06-17,2026-06-16,6719000,3698000,+81.69%
1472.HK,SANG HING HLDGS,生兴控股,2026-06-17,2026-06-16,290000,1575000,-81.59%
0690.HK,UNI-BIO GROUP,联康生物科技集团,2026-06-17,2026-06-16,550000,2960000,-81.42%
0397.HK,MINERVA GROUP,嬴集团,2026-06-17,2026-06-16,963300,5123598,-81.20%
1183.HK,MECOM POWER,澳能建设,2026-06-17,2026-06-16,104000,550000,-81.09%
1750.HK,REM GROUP HLDGS,全达电器集团控股,2026-06-17,2026-06-16,340000,1780000,-80.90%
1468.HK,JAKOTA CAPITAL,嘉高达资本,2026-06-17,2026-06-16,150000,780000,-80.77%
1086.HK,GOODBABY INTL,好孩子国际,2026-06-17,2026-06-16,527000,2715000,-80.59%
1777.HK,FANTASIA,花样年控股,2026-06-17,2026-06-16,2169000,1201500,+80.52%
0689.HK,EPI (HOLDINGS),长盈集团（控股）,2026-06-17,2026-06-16,6304000,3495000,+80.37%
6862.HK,HAIDILAO,海底捞,2026-06-17,2026-06-16,20691257,11472928,+80.35%
0095.HK,LVGEM CHINA,绿景中国地产,2026-06-17,2026-06-16,166000,834000,-80.10%
0209.HK,POLY XVERSE IT,万维智能科技,2026-06-17,2026-06-16,32510000,163326760,-80.10%
1037.HK,MAXNERVA TECH,云智汇科技,2026-06-17,2026-06-16,204000,1020000,-80.00%
1630.HK,KIN SHING HLDGS,建成控股,2026-06-17,2026-06-16,720000,3600000,-80.00%
0817.HK,CHINA JINMAO,中国金茂,2026-06-17,2026-06-16,17574918,86947760,-79.79%
6829.HK,DRAGON RISE GP,龙升集团控股,2026-06-17,2026-06-16,142000,79000,+79.75%
6820.HK,FRIENDTIMES,友谊时光,2026-06-17,2026-06-16,342000,1678000,-79.62%
0328.HK,ALCO HOLDINGS,ALCO HOLDINGS,2026-06-17,2026-06-16,716000,3408000,-78.99%
8219.HK,HANVEY GROUP,恒伟集团控股,2026-06-17,2026-06-16,720000,3370000,-78.64%
1937.HK,JIACHEN HOLDING,佳辰控股,2026-06-17,2026-06-16,125000,70000,+78.57%
1931.HK,ETHK LABS INC.,华检医疗,2026-06-17,2026-06-16,975000,4545000,-78.55%
3990.HK,MIDEA REAL EST,美的置业,2026-06-17,2026-06-16,283400,1315791,-78.46%
8035.HK,JANCO HOLDINGS,骏高控股,2026-06-17,2026-06-16,190000,880000,-78.41%
0719.HK,SHANDONG XINHUA,山东新华制药股份,2026-06-17,2026-06-16,845200,474000,+78.31%
1338.HK,BAWANG GROUP,霸王集团,2026-06-17,2026-06-16,284000,1300000,-78.15%
0147.HK,IB SETTLEMENT,国际商业结算,2026-06-17,2026-06-16,14805000,8320000,+77.94%
0326.HK,CHINA STAR ENT,中国星集团,2026-06-17,2026-06-16,1530720,6938838,-77.94%
0471.HK,SILKWAVE INC,中播数据,2026-06-17,2026-06-16,948000,4260000,-77.75%
6113.HK,BITSTRAT HLDGS,比特策略,2026-06-17,2026-06-16,118000,528000,-77.65%
1065.HK,TIANJIN CAPITAL,天津创业环保股份,2026-06-17,2026-06-16,1116000,4982000,-77.60%
0672.HK,ZHONGAN GROUP,众安集团,2026-06-17,2026-06-16,295000,1302400,-77.35%
1995.HK,ES SERVICES,永升服务,2026-06-17,2026-06-16,784000,3452000,-77.29%
1200.HK,MIDLAND HOLDING,美联集团,2026-06-17,2026-06-16,1794000,7826000,-77.08%
1793.HK,WECON HOLDINGS,伟工控股,2026-06-17,2026-06-16,828000,468000,+76.92%
8030.HK,FENGYINHE,丰银禾控股,2026-06-17,2026-06-16,332600,1431000,-76.76%
0315.HK,SMARTONE TELE,数码通电讯,2026-06-17,2026-06-16,824500,466500,+76.74%
0987.HK,CH RENEW EN INV,中国再生能源投资,2026-06-17,2026-06-16,328000,1392436,-76.44%
1763.HK,CIRC,中国同辐,2026-06-17,2026-06-16,107200,450600,-76.21%
2324.HK,CAPITAL VC,首都创投,2026-06-17,2026-06-16,370000,210000,+76.19%
2142.HK,HBM HOLDINGS-B,和铂医药－Ｂ,2026-06-17,2026-06-16,7784000,4428000,+75.79%
1596.HK,YICHEN IND,翼辰实业,2026-06-17,2026-06-16,470000,1904000,-75.32%
6666.HK,EVERG SERVICES,恒大物业,2026-06-17,2026-06-16,20331000,81455500,-75.04%
1399.HK,VESON HLDG,锐信控股,2026-06-17,2026-06-16,336000,192000,+75.00%
0915.HK,DAOHE GLOBAL,道和环球,2026-06-17,2026-06-16,200000,796000,-74.87%
1500.HK,INCON,现恒建筑,2026-06-17,2026-06-16,235000,915000,-74.32%
0256.HK,CITYCHAMP,冠城钟表珠宝,2026-06-17,2026-06-16,2266000,8782000,-74.20%
0178.HK,SA SA INT'L,莎莎国际,2026-06-17,2026-06-16,2420000,9358000,-74.14%
6860.HK,FINGERTANGO,指尖悦动,2026-06-17,2026-06-16,449000,1728000,-74.02%
3918.HK,NAGACORP,金界控股,2026-06-17,2026-06-16,2964559,11396300,-73.99%
0035.HK,FE CONSORT INTL,远东发展,2026-06-17,2026-06-16,300000,1144000,-73.78%
0826.HK,TIANGONG INT'L,天工国际,2026-06-17,2026-06-16,38801300,146324308,-73.48%
1621.HK,VICO INTL HLDGS,域高国际控股,2026-06-17,2026-06-16,344000,1296000,-73.46%
1526.HK,RICI HEALTH,瑞慈医疗,2026-06-17,2026-06-16,466000,269000,+73.23%
1052.HK,YUEXIUTRANSPORT,越秀交通基建,2026-06-17,2026-06-16,830300,3090000,-73.13%
1569.HK,MINSHENG EDU,民生教育,2026-06-17,2026-06-16,654000,378000,+73.02%
6080.HK,WING CHI HLDGS,荣智控股,2026-06-17,2026-06-16,144000,528000,-72.73%
1958.HK,BAIC MOTOR,北京汽车,2026-06-17,2026-06-16,6319000,3659000,+72.70%
1265.HK,TIANJINJINRAN,天津津燃公用,2026-06-17,2026-06-16,580000,2110000,-72.51%
1339.HK,PICC GROUP,中国人民保险集团,2026-06-17,2026-06-16,65709878,38098411,+72.47%
6618.HK,JD HEALTH,京东健康,2026-06-17,2026-06-16,11951512,6944354,+72.10%
1335.HK,SHEEN TAI,顺泰控股,2026-06-17,2026-06-16,1176000,684000,+71.93%
8146.HK,GRACEWINE,怡园酒业,2026-06-17,2026-06-16,150000,520000,-71.15%
8250.HK,DU DU HLDGS,都都控股,2026-06-17,2026-06-16,620000,2120000,-70.75%
0336.HK,HUABAO INTL,华宝国际,2026-06-17,2026-06-16,4511000,2642000,+70.74%
0368.HK,SUPERLAND GROUP,德合集团,2026-06-17,2026-06-16,2088000,7120000,-70.67%
0363.HK,SHANGHAI IND H,上海实业控股,2026-06-17,2026-06-16,1039000,609200,+70.55%
0895.HK,DONGJIANG ENV,东江环保,2026-06-17,2026-06-16,85334000,289347900,-70.51%
3700.HK,INKEVERSE,映宇宙,2026-06-17,2026-06-16,16044000,9413552,+70.44%
8480.HK,FURNIWEB,飞霓控股,2026-06-17,2026-06-16,192000,644000,-70.19%
1865.HK,PENGO HLDG GP,鹏高控股集团,2026-06-17,2026-06-16,3490000,2056000,+69.75%
0585.HK,IMAGI INT'L,意力国际,2026-06-17,2026-06-16,378700,1251400,-69.74%
0111.HK,CINDA INTL HLDG,信达国际控股,2026-06-17,2026-06-16,110000,362000,-69.61%
6896.HK,GOLDEN THROAT,金嗓子,2026-06-17,2026-06-16,172000,560500,-69.31%
0723.HK,RELIANCE GLO HL,信保环球控股,2026-06-17,2026-06-16,400000,1290000,-68.99%
0929.HK,IPE GROUP,国际精密,2026-06-17,2026-06-16,1995000,6365000,-68.66%
0525.HK,GUANGSHEN RAIL,广深铁路股份,2026-06-17,2026-06-16,6674195,3960000,+68.54%
0204.HK,CAPITAL REALM,资本界金控,2026-06-17,2026-06-16,170000,540000,-68.52%
0580.HK,SUN.KING TECH,赛晶科技,2026-06-17,2026-06-16,12332000,38648000,-68.09%
8473.HK,MI MING MART,弥明生活百货,2026-06-17,2026-06-16,170000,530000,-67.92%
0701.HK,CNT GROUP,CNT GROUP,2026-06-17,2026-06-16,176000,547700,-67.87%
0347.HK,ANGANG STEEL,鞍钢股份,2026-06-17,2026-06-16,1580323,4898000,-67.74%
1780.HK,RONGZUN INT'L H,荣尊国际控股,2026-06-17,2026-06-16,7984000,4760254,+67.72%
2128.HK,CHINA LESSO,中国联塑,2026-06-17,2026-06-16,10769000,6422000,+67.69%
3380.HK,LOGAN GROUP,龙光集团,2026-06-17,2026-06-16,3110000,9617000,-67.66%
0373.HK,ALLIED GROUP,联合集团,2026-06-17,2026-06-16,664000,2038000,-67.42%
0381.HK,AOM INT'L,权识国际,2026-06-17,2026-06-16,2400500,7360000,-67.38%
0573.HK,TAO HEUNG HLDGS,稻香控股,2026-06-17,2026-06-16,103000,314000,-67.20%
1981.HK,CATHAY GP HLDGS,华夏控股,2026-06-17,2026-06-16,115000,348000,-66.95%
8620.HK,AE LOGISTICS,亚洲速运,2026-06-17,2026-06-16,2465000,7430000,-66.82%
0931.HK,CHINA HK POWER,中国港能,2026-06-17,2026-06-16,2522500,1512500,+66.78%
1985.HK,MICROWARE,美高域,2026-06-17,2026-06-16,2517200,1510000,+66.70%
0535.HK,GEMDALE PPT,金地商置,2026-06-17,2026-06-16,3124922,9350000,-66.58%
0464.HK,CHINA IN-TECH,中国智能科技,2026-06-17,2026-06-16,1232000,3672000,-66.45%
1097.HK,I-CABLE COMM,有线宽频,2026-06-17,2026-06-16,617654,371073,+66.45%
0086.HK,SUN HUNG KAI CO,新鸿基公司,2026-06-17,2026-06-16,218000,131000,+66.41%
0875.HK,CONGYU INTE AGR,从玉智农,2026-06-17,2026-06-16,258000,768000,-66.41%
1222.HK,WANG ON GROUP,WANG ON GROUP,2026-06-17,2026-06-16,157779,469662,-66.41%
1836.HK,STELLA HOLDINGS,九兴控股,2026-06-17,2026-06-16,1408000,848500,+65.94%
0751.HK,SKYWORTH GROUP,创维集团,2026-06-17,2026-06-16,1056000,3096000,-65.89%
0082.HK,CRAZY SPORTS,疯狂体育,2026-06-17,2026-06-16,1180000,3444000,-65.74%
0620.HK,DTXS SILK ROAD,大唐西市,2026-06-17,2026-06-16,238000,694000,-65.71%
0656.HK,FOSUN INTL,复星国际,2026-06-17,2026-06-16,8664826,5241098,+65.32%
1415.HK,COWELL,高伟电子,2026-06-17,2026-06-16,3073367,1859098,+65.31%
1234.HK,CHINA LILANG,中国利郎,2026-06-17,2026-06-16,172000,495000,-65.25%
9929.HK,SEM HLDGS,澳达控股,2026-06-17,2026-06-16,1830000,5260000,-65.21%
1066.HK,WEIGAO GROUP,威高股份,2026-06-17,2026-06-16,32036276,19400262,+65.13%
8132.HK,CENTURY EN INTL,百能国际能源,2026-06-17,2026-06-16,300000,860000,-65.12%
0037.HK,FE HOTELS,远东酒店实业,2026-06-17,2026-06-16,478000,1368000,-65.06%
1803.HK,BJ SPORTS & ENT,北京体育文化,2026-06-17,2026-06-16,295000,840000,-64.88%
3662.HK,STARJOY W&T,星悦康旅,2026-06-17,2026-06-16,489000,1391000,-64.85%
1927.HK,JIUJIUWANG,久久王,2026-06-17,2026-06-16,355000,1005000,-64.68%
0538.HK,AJISEN (CHINA),味千（中国）,2026-06-17,2026-06-16,612000,372000,+64.52%
0966.HK,CHINA TAIPING,中国太平,2026-06-17,2026-06-16,3428887,9639046,-64.43%
2068.HK,CHALIECO,中铝国际,2026-06-17,2026-06-16,7420000,20829000,-64.38%
0720.HK,AUTO ITALIA,意达利控股,2026-06-17,2026-06-16,225000,625000,-64.00%
1572.HK,CHINA ART FIN,中国艺术金融,2026-06-17,2026-06-16,136000,376000,-63.83%
1142.HK,E&P GLOBAL,能源及能量环球,2026-06-17,2026-06-16,46956100,28670000,+63.78%
1303.HK,HUILI RES,汇力资源,2026-06-17,2026-06-16,548000,1512000,-63.76%
3698.HK,HUISHANG BANK,徽商银行,2026-06-17,2026-06-16,8983955,5490000,+63.64%
0152.HK,SHENZHEN INT'L,深圳国际,2026-06-17,2026-06-16,5516671,15127214,-63.53%
1682.HK,HP LIVING TECH,杭品生活科技,2026-06-17,2026-06-16,1380000,844000,+63.51%
1522.HK,BII TRANS TECH,京投交通科技,2026-06-17,2026-06-16,332000,908000,-63.44%
1942.HK,MOG DIGITECH,马可数字科技,2026-06-17,2026-06-16,2550000,6956000,-63.34%
1208.HK,MMG,五矿资源,2026-06-17,2026-06-16,80995108,220878490,-63.33%
2313.HK,SHENZHOU INTL,申洲国际,2026-06-17,2026-06-16,6306739,3861879,+63.31%
2208.HK,GOLDWIND,金风科技,2026-06-17,2026-06-16,9503048,25844200,-63.23%
0975.HK,MONGOL MINING,MONGOL MINING,2026-06-17,2026-06-16,3874100,10442000,-62.90%
0343.HK,CULTURECOM HOLD,文化传信,2026-06-17,2026-06-16,1555000,4185600,-62.85%
1146.HK,HUICHENG INTL H,汇成国际控股,2026-06-17,2026-06-16,2370000,1456200,+62.75%
0392.HK,BEIJING ENT,北京控股,2026-06-17,2026-06-16,2421880,1488704,+62.68%
1143.HK,CN ENGY STORAGE,中国储能科技发展,2026-06-17,2026-06-16,124000,332000,-62.65%
0838.HK,EVA HOLDINGS,亿和控股,2026-06-17,2026-06-16,2200000,5838000,-62.32%
9961.HK,TRIP.COM-S,携程集团－Ｓ,2026-06-17,2026-06-16,1742022,1073619,+62.26%
6608.HK,BAIRONG-W,百融云－Ｗ,2026-06-17,2026-06-16,445500,1178000,-62.18%
0062.HK,TRANSPORT INT'L,载通,2026-06-17,2026-06-16,152000,93796,+62.05%
1872.HK,GUAN CHAO HLDGS,冠轈控股,2026-06-17,2026-06-16,670000,1765000,-62.04%
0918.HK,MAJESTIC DRAGON,龙翼航空科技,2026-06-17,2026-06-16,19089000,50143000,-61.93%
0772.HK,CHINA LIT,阅文集团,2026-06-17,2026-06-16,3652400,9518471,-61.63%
1196.HK,REALORD GROUP,伟禄集团,2026-06-17,2026-06-16,912000,2374000,-61.58%
0465.HK,FUTONG TECH,富通科技,2026-06-17,2026-06-16,903000,2342000,-61.44%
1473.HK,PANGAEA CONNECT,环联连讯,2026-06-17,2026-06-16,4514000,2800000,+61.21%
1312.HK,KONTA CHINA,华控康泰,2026-06-17,2026-06-16,3492000,2172000,+60.77%
2359.HK,WUXI APPTEC,药明康德,2026-06-17,2026-06-16,1761633,4486400,-60.73%
1140.HK,HK.AI CAPITAL,华科智能投资,2026-06-17,2026-06-16,8356000,5200000,+60.69%
1053.HK,CHONGQING IRON,重庆钢铁股份,2026-06-17,2026-06-16,4864000,12354000,-60.63%
0366.HK,LUKS GROUP (VN),陆氏集团（越南）,2026-06-17,2026-06-16,434000,1100000,-60.55%
3833.HK,XINXIN MINING,新疆新鑫矿业,2026-06-17,2026-06-16,1110000,2813000,-60.54%
1045.HK,APT SATELLITE,亚太卫星,2026-06-17,2026-06-16,2616000,6623000,-60.50%
0522.HK,ASMPT,ASMPT,2026-06-17,2026-06-16,6138799,3826199,+60.44%
6110.HK,TOPSPORTS,滔搏,2026-06-17,2026-06-16,8334402,5219000,+59.69%
