Ticker,Name,Name_ZH,Date_Today,Date_Prev,Volume_Today,Volume_Prev,Pct_Change
3993.HK,CMOC,洛阳钼业,2026-06-17,2026-06-16,45207230,74082097,-38.98%
1957.HK,MBV INTL,大人国际,2026-06-17,2026-06-16,207500,340000,-38.97%
1667.HK,DIMMI LIFE HLDG,迪米生活控股,2026-06-17,2026-06-16,110000,180000,-38.89%
9992.HK,POP MART,泡泡玛特,2026-06-17,2026-06-16,11812944,19310176,-38.83%
6699.HK,ANGELALIGN,时代天使,2026-06-17,2026-06-16,295339,482190,-38.75%
0169.HK,WANDA HOTEL DEV,万达酒店发展,2026-06-17,2026-06-16,3683000,6007000,-38.69%
1651.HK,TSUGAMI CHINA,津上机床中国,2026-06-17,2026-06-16,975443,1590059,-38.65%
6869.HK,YOFC,长飞光纤光缆,2026-06-17,2026-06-16,20405759,14718303,+38.64%
6939.HK,MEGAIN,美佳音控股,2026-06-17,2026-06-16,610000,440000,+38.64%
8178.HK,CHINA INFO TECH,中国信息科技,2026-06-17,2026-06-16,156000,254236,-38.64%
0124.HK,GD LAND,粤海置地,2026-06-17,2026-06-16,310235,504560,-38.51%
1818.HK,ZHAOJIN MINING,招金矿业,2026-06-17,2026-06-16,11419664,18561768,-38.48%
0323.HK,MAANSHAN IRON,马鞍山钢铁股份,2026-06-17,2026-06-16,10843810,7834000,+38.42%
6865.HK,FLAT GLASS,福莱特玻璃,2026-06-17,2026-06-16,2201556,3569000,-38.31%
1126.HK,DREAM INT'L,德林国际,2026-06-17,2026-06-16,365500,592500,-38.31%
1137.HK,HK TECH VENTURE,香港科技探索,2026-06-17,2026-06-16,623000,1009000,-38.26%
0857.HK,PETROCHINA,中国石油股份,2026-06-17,2026-06-16,79410624,128583370,-38.24%
1715.HK,AI HEALTH TECH,智慧健康科技,2026-06-17,2026-06-16,210000,340000,-38.24%
1686.HK,SUNEVISION,新意网集团,2026-06-17,2026-06-16,5328267,8616333,-38.16%
1709.HK,DL HOLDINGS GP,德林控股,2026-06-17,2026-06-16,2781000,4495000,-38.13%
1638.HK,KAISA GROUP,佳兆业集团,2026-06-17,2026-06-16,11768000,18940507,-37.87%
1286.HK,IMPRO PRECISION,鹰普精密,2026-06-17,2026-06-16,3765530,6058596,-37.85%
1691.HK,JS GLOBAL LIFE,ＪＳ环球生活,2026-06-17,2026-06-16,4024000,6474000,-37.84%
1516.HK,SUNAC SERVICES,融创服务,2026-06-17,2026-06-16,4529064,7283565,-37.82%
0933.HK,VIVA GOODS,非凡领越,2026-06-17,2026-06-16,1642000,1192000,+37.75%
1898.HK,CHINA COAL,中煤能源,2026-06-17,2026-06-16,15549300,11291023,+37.71%
0337.HK,GREENLAND HK,绿地香港,2026-06-17,2026-06-16,205600,330000,-37.70%
1233.HK,TIMES CHINA,时代中国控股,2026-06-17,2026-06-16,389000,283000,+37.46%
0081.HK,CH OVS G OCEANS,中国海外宏洋集团,2026-06-17,2026-06-16,4292000,6833000,-37.19%
1152.HK,MOMENTUM FIN,正乾金融控股,2026-06-17,2026-06-16,8578000,13642000,-37.12%
9926.HK,AKESO,康方生物,2026-06-17,2026-06-16,10427477,16577974,-37.10%
6136.HK,KANGDA ENV,康达环保,2026-06-17,2026-06-16,1126000,822000,+36.98%
6036.HK,APEX ACE HLDG,光丽科技,2026-06-17,2026-06-16,1620000,2565000,-36.84%
0728.HK,CHINA TELECOM,中国电信,2026-06-17,2026-06-16,67089200,106196530,-36.83%
1858.HK,CHUNLI MEDICAL,春立医疗,2026-06-17,2026-06-16,686750,1087000,-36.82%
2162.HK,KEYMED BIO-B,康诺亚－Ｂ,2026-06-17,2026-06-16,2285066,1672340,+36.64%
2231.HK,JY GRANDMARK,景业名邦集团,2026-06-17,2026-06-16,4461000,7023000,-36.48%
6818.HK,CEB BANK,中国光大银行,2026-06-17,2026-06-16,15124000,23718500,-36.24%
0387.HK,LEEPORT(HOLD),力丰（集团）,2026-06-17,2026-06-16,234000,172000,+36.05%
2377.HK,BOQI ENV,博奇环保,2026-06-17,2026-06-16,151000,235735,-35.95%
0717.HK,EMPEROR CAPITAL,英皇资本,2026-06-17,2026-06-16,11076000,8148000,+35.94%
3877.HK,CSSC SHIPPING,中国船舶租赁,2026-06-17,2026-06-16,16049400,25038380,-35.90%
9688.HK,ZAI LAB,再鼎医药,2026-06-17,2026-06-16,7907231,12330300,-35.87%
0874.HK,BAIYUNSHAN PH,白云山,2026-06-17,2026-06-16,690100,1074000,-35.74%
0189.HK,DONGYUE GROUP,东岳集团,2026-06-17,2026-06-16,66305158,103102826,-35.69%
1655.HK,OKURA HOLDINGS,OKURA HOLDINGS,2026-06-17,2026-06-16,10265000,15930000,-35.56%
2669.HK,CHINA OVS PPT,中海物业,2026-06-17,2026-06-16,12490000,9217900,+35.50%
0288.HK,WH GROUP,万洲国际,2026-06-17,2026-06-16,34162391,25220574,+35.45%
2885.HK,PEIPORT HOLD,彼岸控股,2026-06-17,2026-06-16,184000,284000,-35.21%
6185.HK,CANSINOBIO,康希诺生物,2026-06-17,2026-06-16,393100,606400,-35.17%
1389.HK,MAJOR HLDGS,美捷汇控股,2026-06-17,2026-06-16,288000,444000,-35.14%
3888.HK,KINGSOFT,金山软件,2026-06-17,2026-06-16,8703362,13381902,-34.96%
1372.HK,C CARBONNEUTRAL,中国碳中和,2026-06-17,2026-06-16,449000,690000,-34.93%
6823.HK,HKT-SS,香港电讯－ＳＳ,2026-06-17,2026-06-16,4903680,7531332,-34.89%
3369.HK,QHD PORT,秦港股份,2026-06-17,2026-06-16,457000,701500,-34.85%
1788.HK,GUOTAI JUNAN I,国泰君安国际,2026-06-17,2026-06-16,47540164,35290000,+34.71%
3933.HK,UNITED LAB,联邦制药,2026-06-17,2026-06-16,4232000,6474230,-34.63%
2319.HK,MENGNIU DAIRY,蒙牛乳业,2026-06-17,2026-06-16,12031078,18404634,-34.63%
0434.HK,BOYAA,博雅互动,2026-06-17,2026-06-16,1070000,1627000,-34.23%
0914.HK,CONCH CEMENT,海螺水泥,2026-06-17,2026-06-16,5315733,3960456,+34.22%
6049.HK,POLY PPT SER,保利物业,2026-06-17,2026-06-16,429000,651800,-34.18%
8196.HK,FUTIAN HOLDINGS,福田股份,2026-06-17,2026-06-16,1384000,1032000,+34.11%
0784.HK,LING YUI,凌锐控股,2026-06-17,2026-06-16,1820000,2760000,-34.06%
0291.HK,CHINA RES BEER,华润啤酒,2026-06-17,2026-06-16,10076796,15280896,-34.06%
2338.HK,WEICHAI POWER,潍柴动力,2026-06-17,2026-06-16,17087635,25762160,-33.67%
2232.HK,CRYSTAL INTL,晶苑国际,2026-06-17,2026-06-16,3619500,2710030,+33.56%
0030.HK,YNBY INTL,云白国际,2026-06-17,2026-06-16,1506000,1128000,+33.51%
9990.HK,ARCHOSAUR GAMES,祖龙娱乐,2026-06-17,2026-06-16,284000,427000,-33.49%
1658.HK,PSBC,邮储银行,2026-06-17,2026-06-16,52479350,39358214,+33.34%
1416.HK,CTR HOLDINGS,CTR HOLDINGS,2026-06-17,2026-06-16,240000,180000,+33.33%
3329.HK,BOCOM INTL,交银国际,2026-06-17,2026-06-16,3760232,2821322,+33.28%
1368.HK,XTEP INT'L,特步国际,2026-06-17,2026-06-16,6522506,9728500,-32.95%
1647.HK,GRANDSHORES,雄岸科技,2026-06-17,2026-06-16,465000,350000,+32.86%
1936.HK,RITAMIX,利特米,2026-06-17,2026-06-16,186000,140000,+32.86%
0860.HK,APOLLO FMG,ＡＰＯＬＬＯ出行,2026-06-17,2026-06-16,283800,213800,+32.74%
0934.HK,SINOPEC KANTONS,中石化冠德,2026-06-17,2026-06-16,3318000,2502000,+32.61%
0316.HK,OOIL,东方海外国际,2026-06-17,2026-06-16,868622,655042,+32.61%
0604.HK,SHENZHEN INVEST,深圳控股,2026-06-17,2026-06-16,5406000,4082000,+32.44%
1501.HK,INT MEDICAL,瑛泰医疗,2026-06-17,2026-06-16,163400,241800,-32.42%
3737.HK,ZHONGZHIPHARM,中智药业,2026-06-17,2026-06-16,316000,467000,-32.33%
7747.HK,,,2026-06-17,2026-06-16,15023755,11356148,+32.30%
0842.HK,LEOCH INT'L,理士国际,2026-06-17,2026-06-16,1089000,1607000,-32.23%
0865.HK,JIANDE INT'L,建德国际控股,2026-06-17,2026-06-16,2370800,3496000,-32.19%
2696.HK,HENLIUS,复宏汉霖,2026-06-17,2026-06-16,478349,362274,+32.04%
2899.HK,ZIJIN MINING,紫金矿业,2026-06-17,2026-06-16,43989661,64715320,-32.03%
1028.HK,C.BANNER,千百度,2026-06-17,2026-06-16,3729000,5481000,-31.96%
1122.HK,QINGLING MOTORS,庆铃汽车股份,2026-06-17,2026-06-16,308000,452000,-31.86%
0003.HK,HK & CHINA GAS,香港中华煤气,2026-06-17,2026-06-16,29652639,22493266,+31.83%
9901.HK,NEW ORIENTAL-S,新东方－Ｓ,2026-06-17,2026-06-16,2638055,3856506,-31.59%
1672.HK,ASCLETIS-B,歌礼制药－Ｂ,2026-06-17,2026-06-16,1341350,1959840,-31.56%
0679.HK,ASIA TELE-N-5K,亚洲联网（五千）,2026-06-17,2026-06-16,905400,1322500,-31.54%
1157.HK,ZOOMLION,中联重科,2026-06-17,2026-06-16,8836532,6718641,+31.52%
0833.HK,ALLTRONICS,华讯,2026-06-17,2026-06-16,3152000,4602000,-31.51%
2007.HK,COUNTRY GARDEN,碧桂园,2026-06-17,2026-06-16,256144110,372977894,-31.32%
1112.HK,H&H INTL HLDG,Ｈ＆Ｈ国际控股,2026-06-17,2026-06-16,1821001,2647000,-31.21%
2388.HK,BOC HONG KONG,中银香港,2026-06-17,2026-06-16,13903007,10601945,+31.14%
0990.HK,DEEP SOURCE,至源控股,2026-06-17,2026-06-16,17750000,13552250,+30.97%
0981.HK,SMIC,中芯国际,2026-06-17,2026-06-16,97503473,74473870,+30.92%
2339.HK,BWI INT'L,京西国际,2026-06-17,2026-06-16,1218000,1762400,-30.89%
0090.HK,PUXING ENERGY,普星能量,2026-06-17,2026-06-16,542000,784000,-30.87%
1030.HK,SEAZEN,新城发展,2026-06-17,2026-06-16,21678007,31358000,-30.87%
0811.HK,XINHUA WINSHARE,新华文轩,2026-06-17,2026-06-16,625000,904000,-30.86%
2777.HK,R&F PROPERTIES,富力地产,2026-06-17,2026-06-16,1353200,1954000,-30.75%
0821.HK,VC HOLDINGS,汇盈控股,2026-06-17,2026-06-16,456000,656000,-30.49%
0069.HK,SHANGRI-LA ASIA,香格里拉（亚洲）,2026-06-17,2026-06-16,522000,750800,-30.47%
0142.HK,FIRST PACIFIC,第一太平,2026-06-17,2026-06-16,4455998,3416000,+30.44%
0700.HK,TENCENT,腾讯控股,2026-06-17,2026-06-16,16962934,24323142,-30.26%
0853.HK,MICROPORT,微创医疗,2026-06-17,2026-06-16,7821000,11207015,-30.21%
0293.HK,CATHAY PAC AIR,国泰航空,2026-06-17,2026-06-16,10693097,15319408,-30.20%
2883.HK,CHINA OILFIELD,中海油田服务,2026-06-17,2026-06-16,6481913,4978336,+30.20%
0382.HK,EDVANTAGE GROUP,中汇集团,2026-06-17,2026-06-16,786776,1126061,-30.13%
2171.HK,CARSGEN-B,科济药业－Ｂ,2026-06-17,2026-06-16,4305500,3309500,+30.10%
3110.HK,,,2026-06-17,2026-06-16,705950,543041,+30.00%
0396.HK,HING LEE (HK),兴利（香港）控股,2026-06-17,2026-06-16,712000,548000,+29.93%
2000.HK,SIM TECH,晨讯科技,2026-06-17,2026-06-16,258000,368000,-29.89%
8041.HK,INTELLIMARK AI,中微智码,2026-06-17,2026-06-16,615000,875000,-29.71%
9618.HK,JD-SW,京东集团－ＳＷ,2026-06-17,2026-06-16,4991510,7094792,-29.65%
0135.HK,KUNLUN ENERGY,昆仑能源,2026-06-17,2026-06-16,14346843,20392602,-29.65%
1783.HK,ENVISION GREEN,晋景新能,2026-06-17,2026-06-16,11257000,8683352,+29.64%
0834.HK,KANGDA FOOD,康大食品,2026-06-17,2026-06-16,140000,108000,+29.63%
2799.HK,CITIC FAMC,中信金融资产,2026-06-17,2026-06-16,95681000,73829150,+29.60%
0006.HK,POWER ASSETS,电能实业,2026-06-17,2026-06-16,4309544,3326115,+29.57%
0117.HK,TIANLI HOLDINGS,天利控股集团,2026-06-17,2026-06-16,18132714,25744400,-29.57%
1876.HK,BUD APAC,百威亚太,2026-06-17,2026-06-16,14215800,20145297,-29.43%
0097.HK,HENDERSON INV,恒基发展,2026-06-17,2026-06-16,269000,381000,-29.40%
6060.HK,ZA ONLINE,众安在线,2026-06-17,2026-06-16,18199375,25763300,-29.36%
8147.HK,MILLENNIUM PG,汇思太平洋,2026-06-17,2026-06-16,136000,105250,+29.22%
0521.HK,CWT INT'L,CWT INT'L,2026-06-17,2026-06-16,8050000,11360000,-29.14%
9989.HK,HEPALINK,海普瑞,2026-06-17,2026-06-16,201000,283500,-29.10%
0606.HK,SCE CM,中骏商管,2026-06-17,2026-06-16,1120000,1578000,-29.02%
2218.HK,ANDRE JUICE,安德利果汁,2026-06-17,2026-06-16,20157612,28391490,-29.00%
2211.HK,UNI HEALTH,大健康国际,2026-06-17,2026-06-16,125000,175000,-28.57%
0014.HK,HYSAN DEV,希慎兴业,2026-06-17,2026-06-16,1155942,1617816,-28.55%
1113.HK,CK ASSET,长实集团,2026-06-17,2026-06-16,3514207,2734017,+28.54%
0165.HK,CHINA EB LTD,中国光大控股,2026-06-17,2026-06-16,7142000,5558000,+28.50%
3330.HK,LINGBAO GOLD,灵宝黄金,2026-06-17,2026-06-16,12947180,18071527,-28.36%
2618.HK,JD LOGISTICS,京东物流,2026-06-17,2026-06-16,7893218,11011107,-28.32%
1061.HK,ESSEX BIO-TECH,亿胜生物科技,2026-06-17,2026-06-16,193000,269000,-28.25%
6822.HK,KING'S FLAIR,科劲国际,2026-06-17,2026-06-16,218000,170000,+28.24%
1766.HK,CRRC,中国中车,2026-06-17,2026-06-16,12136550,16877960,-28.09%
3838.HK,CHINA STARCH,中国淀粉,2026-06-17,2026-06-16,2030000,1585000,+28.08%
1735.HK,CENTRAL NEW EGY,中环新能源,2026-06-17,2026-06-16,9115000,7121000,+28.00%
1055.HK,CHINA SOUTH AIR,中国南方航空股份,2026-06-17,2026-06-16,11922180,16548068,-27.95%
0856.HK,VSTECS,伟仕佳杰,2026-06-17,2026-06-16,4351955,6036500,-27.91%
1478.HK,Q TECH,丘钛科技,2026-06-17,2026-06-16,6862782,9515050,-27.87%
0763.HK,ZTE,中兴通讯,2026-06-17,2026-06-16,13701904,18996204,-27.87%
0182.HK,CONCORD NE,协合新能源,2026-06-17,2026-06-16,14340000,19860000,-27.79%
0697.HK,SHOUCHENG,首程控股,2026-06-17,2026-06-16,44016000,34456000,+27.75%
0815.HK,CHI SILVER GP,中国白银集团,2026-06-17,2026-06-16,5790000,8004000,-27.66%
0721.HK,C FIN INT I-NEW,中国金融国际－新,2026-06-17,2026-06-16,492000,680000,-27.65%
2318.HK,PING AN,中国平安,2026-06-17,2026-06-16,38348516,52963084,-27.59%
0622.HK,OSHIDORI,威华达控股,2026-06-17,2026-06-16,26409000,20703200,+27.56%
0066.HK,MTR CORPORATION,港铁公司,2026-06-17,2026-06-16,3695475,5088596,-27.38%
1182.HK,SUCCESS DRAGON,胜龙国际,2026-06-17,2026-06-16,120000,165000,-27.27%
1050.HK,KARRIE INT'L,嘉利国际,2026-06-17,2026-06-16,4814000,3784000,+27.22%
1164.HK,CGN MINING,中广核矿业,2026-06-17,2026-06-16,41785000,32865710,+27.14%
0264.HK,CN INT DEV CORP,中联发展控股,2026-06-17,2026-06-16,3332000,2624000,+26.98%
1308.HK,SITC,海丰国际,2026-06-17,2026-06-16,2266737,3093405,-26.72%
0558.HK,LK TECH,力劲科技,2026-06-17,2026-06-16,1227600,1675000,-26.71%
0809.HK,GLOBAL BIO-CHEM,大成生化科技,2026-06-17,2026-06-16,9986000,7882000,+26.69%
0041.HK,GREAT EAGLE H,鹰君,2026-06-17,2026-06-16,407844,322073,+26.63%
1375.HK,CC SECURITIES,中州证券,2026-06-17,2026-06-16,13728000,10855000,+26.47%
6083.HK,WORLD-LINK LOG,环宇物流（亚洲）,2026-06-17,2026-06-16,1092000,1484000,-26.42%
1490.HK,AI X TECH,AI X TECH,2026-06-17,2026-06-16,632000,500000,+26.40%
2668.HK,PAK TAK INT'L,百德国际,2026-06-17,2026-06-16,15410000,12200000,+26.31%
1401.HK,FUTURE MACH LTD,未来机器有限公司,2026-06-17,2026-06-16,1376000,1865000,-26.22%
0830.HK,CSC DEVELOPMENT,中国建筑兴业,2026-06-17,2026-06-16,310000,246000,+26.02%
1133.HK,HARBIN ELECTRIC,哈尔滨电气,2026-06-17,2026-06-16,3131643,4232012,-26.00%
0245.HK,CHINA VERED FIN,中薇金融,2026-06-17,2026-06-16,1017510,1373510,-25.92%
3377.HK,SINO-OCEAN GP,远洋集团,2026-06-17,2026-06-16,16048000,21652111,-25.88%
6099.HK,CMSC,招商证券,2026-06-17,2026-06-16,7199101,9705238,-25.82%
1138.HK,COSCO SHIP ENGY,中远海能,2026-06-17,2026-06-16,36530986,49248009,-25.82%
2169.HK,CANGGANGRAILWAY,沧港铁路,2026-06-17,2026-06-16,368000,496000,-25.81%
2309.HK,ZO FUTURE GROUP,大象未来集团,2026-06-17,2026-06-16,4041084,5445702,-25.79%
0880.HK,SJM HOLDINGS,澳博控股,2026-06-17,2026-06-16,9157763,12332509,-25.74%
0887.HK,EMPEROR WATCH&J,英皇钟表珠宝,2026-06-17,2026-06-16,4790000,3810000,+25.72%
1548.HK,GENSCRIPT BIO,金斯瑞生物科技,2026-06-17,2026-06-16,16836907,22665066,-25.71%
2099.HK,CHINAGOLDINTL,中国黄金国际,2026-06-17,2026-06-16,786910,1058304,-25.64%
9969.HK,INNOCARE,诺诚健华,2026-06-17,2026-06-16,4980000,3964000,+25.63%
2150.HK,NAYUKI,奈雪的茶,2026-06-17,2026-06-16,2042000,2742500,-25.54%
0440.HK,DAH SING,大新金融,2026-06-17,2026-06-16,161620,216648,-25.40%
1259.HK,PROSPER FUTURE,未来发展控股,2026-06-17,2026-06-16,14695000,19689000,-25.36%
2779.HK,CH XINHUA EDU,中国新华教育,2026-06-17,2026-06-16,301000,403000,-25.31%
0101.HK,HANG LUNG PPT,恒隆地产,2026-06-17,2026-06-16,6919083,5523830,+25.26%
0902.HK,HUANENG POWER,华能国际电力股份,2026-06-17,2026-06-16,41531988,33204235,+25.08%
0268.HK,KINGDEE INT'L,金蝶国际,2026-06-17,2026-06-16,27001656,35985197,-24.96%
1071.HK,HUADIAN POWER,华电国际电力股份,2026-06-17,2026-06-16,4892000,6516000,-24.92%
1685.HK,BOER POWER,博耳电力,2026-06-17,2026-06-16,9323000,12395000,-24.78%
2016.HK,CZBANK,浙商银行,2026-06-17,2026-06-16,6180080,8201000,-24.64%
0285.HK,BYD ELECTRONIC,比亚迪电子,2026-06-17,2026-06-16,7214395,9567662,-24.60%
3633.HK,ZHONGYU ENERGY,中裕能源,2026-06-17,2026-06-16,1050000,1389000,-24.41%
2028.HK,JOLIMARK,映美控股,2026-06-17,2026-06-16,1144000,920000,+24.35%
0548.HK,SHENZHENEXPRESS,深圳高速公路股份,2026-06-17,2026-06-16,682000,548500,+24.34%
2018.HK,AAC TECH,瑞声科技,2026-06-17,2026-06-16,9604342,12691256,-24.32%
2683.HK,WAHSUN HANDBAGS,华新手袋国际控股,2026-06-17,2026-06-16,820000,660000,+24.24%
1184.HK,S.A.S. DRAGON,S.A.S. DRAGON,2026-06-17,2026-06-16,132000,174000,-24.14%
8188.HK,GME GROUP,骏杰集团控股,2026-06-17,2026-06-16,872000,1148000,-24.04%
2828.HK,,,2026-06-17,2026-06-16,63062200,50876489,+23.95%
6055.HK,CTIHK,中烟香港,2026-06-17,2026-06-16,993311,1304032,-23.83%
0861.HK,DC HOLDINGS,神州控股,2026-06-17,2026-06-16,666000,874000,-23.80%
1789.HK,AK MEDICAL,爱康医疗,2026-06-17,2026-06-16,7526000,9872000,-23.76%
1896.HK,MAOYAN ENT,猫眼娱乐,2026-06-17,2026-06-16,2774405,2242400,+23.72%
1525.HK,GENCH EDU,建桥教育,2026-06-17,2026-06-16,281000,368000,-23.64%
0317.HK,COMEC,中船防务,2026-06-17,2026-06-16,1540000,1246000,+23.60%
6182.HK,TWINTEK,乙德投资控股,2026-06-17,2026-06-16,600000,784000,-23.47%
2611.HK,GTHT,国泰海通,2026-06-17,2026-06-16,8116220,10599895,-23.43%
1988.HK,MINSHENG BANK,民生银行,2026-06-17,2026-06-16,21087736,17095810,+23.35%
6881.HK,CGS,中国银河,2026-06-17,2026-06-16,11117710,14502499,-23.34%
1776.HK,GF SEC,广发证券,2026-06-17,2026-06-16,10686000,13932930,-23.30%
1653.HK,MOS HOUSE,MOS HOUSE,2026-06-17,2026-06-16,1460000,1900000,-23.16%
0807.HK,SIICENVIRONMENT,上海实业环境,2026-06-17,2026-06-16,680000,553000,+22.97%
0042.HK,NE ELECTRIC,东北电气,2026-06-17,2026-06-16,244000,316000,-22.78%
3813.HK,POU SHENG INT'L,宝胜国际,2026-06-17,2026-06-16,135000,110000,+22.73%
0994.HK,CT VISION,中天宏信,2026-06-17,2026-06-16,368000,300000,+22.67%
9911.HK,NEWBORNTOWN,赤子城科技,2026-06-17,2026-06-16,7719239,9975364,-22.62%
1809.HK,PRINX CHENGSHAN,浦林成山,2026-06-17,2026-06-16,170500,220000,-22.50%
0598.HK,SINOTRANS,中国外运,2026-06-17,2026-06-16,4264922,5502400,-22.49%
3306.HK,JNBY,江南布衣,2026-06-17,2026-06-16,878500,717500,+22.44%
0486.HK,RUSAL,俄铝,2026-06-17,2026-06-16,302000,389000,-22.37%
0669.HK,TECHTRONIC IND,创科实业,2026-06-17,2026-06-16,5183054,4236630,+22.34%
0570.HK,TRAD CHI MED,中国中药,2026-06-17,2026-06-16,11724414,15094000,-22.32%
2198.HK,CHINA SANJIANG,中国三江化工,2026-06-17,2026-06-16,4232000,5445000,-22.28%
1635.HK,DZUG,大众公用,2026-06-17,2026-06-16,9110000,11698000,-22.12%
6078.HK,HYGEIA HEALTH,海吉亚医疗,2026-06-17,2026-06-16,5376000,4405729,+22.02%
1347.HK,HUA HONG GRACE,华虹宏力,2026-06-17,2026-06-16,33896409,27876588,+21.59%
2877.HK,SHINEWAY PHARM,神威药业,2026-06-17,2026-06-16,1724000,1418000,+21.58%
0909.HK,MING YUAN CLOUD,明源云,2026-06-17,2026-06-16,6229768,7930320,-21.44%
2012.HK,SUNSHINE OIL,阳光油砂,2026-06-17,2026-06-16,3479000,2865000,+21.43%
0242.HK,SHUN TAK HOLD,信德集团,2026-06-17,2026-06-16,888000,732000,+21.31%
3988.HK,BANK OF CHINA,中国银行,2026-06-17,2026-06-16,248938182,205237893,+21.29%
2400.HK,XD INC,心动公司,2026-06-17,2026-06-16,3188097,2631483,+21.15%
1663.HK,S HARBOURHOLD,汉港控股,2026-06-17,2026-06-16,276000,228000,+21.05%
0205.HK,BFB HEALTH,BFB HEALTH,2026-06-17,2026-06-16,150000,190000,-21.05%
2660.HK,ZENGAME,禅游科技,2026-06-17,2026-06-16,152000,192000,-20.83%
2038.HK,FIH,富智康集团,2026-06-17,2026-06-16,929200,769150,+20.81%
6978.HK,IMMUNOTECH-B,永泰生物－Ｂ,2026-06-17,2026-06-16,244000,308005,-20.78%
0148.HK,KINGBOARD HLDG,建滔集团,2026-06-17,2026-06-16,56441113,46828940,+20.53%
0683.HK,KERRY PPT,嘉里建设,2026-06-17,2026-06-16,2852771,2370150,+20.36%
1675.HK,ASIAINFO TECH,亚信科技,2026-06-17,2026-06-16,1795200,2253600,-20.34%
2158.HK,YIDU TECH,医渡科技,2026-06-17,2026-06-16,2892600,3630300,-20.32%
6908.HK,HG SEMI,宏光半导体,2026-06-17,2026-06-16,335000,420000,-20.24%
3978.HK,BESTSTUDY EDU,卓越教育集团,2026-06-17,2026-06-16,1244000,1035000,+20.19%
0659.HK,CTF SERVICES,周大福创建,2026-06-17,2026-06-16,1000534,1252056,-20.09%
1193.HK,CHINA RES GAS,华润燃气,2026-06-17,2026-06-16,4864880,6084976,-20.05%
